Label,Comment
1,"I suppose my 1st; emotional review was rejected by this site because it was anonymous. Too bad because people say all truths with 1st story. So because they decided to support Uber and not post my real-life experiences, hear it a filtered narrative. I work for Uber but before I worked for Uber I was a passenger. Uber - Passenger: Uber is pre-installed on ALL androids because some politician was paid and lobbyist got this approved. This is probably why this company gets away with so much **. Uber is a technology and is run from Philippines or India with some fake headquarters in California. I called the California attorney general to issue complaints â€“ THAT HOW I FOUND OUT."
1,"Uber's customer service is beyond horrible. It's been three weeks and I still can't get them to reset my account. Someone answers after three emails maybe. Then they ask the same questions. And then never respond again. If you have an issue, don't expect it to ever be solved. This isn't my first encounter. My previous company stopped working with them as a business client because they never responded to any of our emails."
0,"I booked a ride for 7:30 AM and the driver shows up at 7:05 and calls me to come down. I politely said I would be there in about 10 minutes and that I had booked my ride for 7:30. The driver hang up and didn't say anything until the end of the trip when I arrived at the airport, only to find that I was charged a considerable (almost 15% of the whole bill) fee for ""waiting time."" How is this ok when the trip actually started earlier than scheduled, which was entirely at the driver's will? Now that I did some research, it seems that in 2017 Uber added tons of hidden fees that are controlled 100% by drivers so they had many more ways to get paid more, of course by the consumer who knows nothing all so that Uber didn't have to spend a cent more on their contractor drivers. Utterly a scam."
1,"Uber's human customer service for riders is deliberately non-existent. The only service offered is via the app. There is no way to send email to Uber describing a problem. There is no way to send feedback to Uber except via the app, and then only tightly restricted responses are possible. I somewhat get it. There are countless millions of Uber riders, and Uber does not want to spend money reviewing random complaints. But I have found no way to provided feedback for a very serious problem."
1,"I have been a customer for several years, recently purchased a new phone and no longer remembered my password and switched jobs so didn't have access/the email connected to the account no longer existed. Despite proving my identity over 10+ emails and several days and providing a new contact email, Uber has yet to reset my account. In fact, the first several emails simply copied and pasted the website's recommendation. I have deleted their app and plan on using Lyft in the future. What kind of company can't help a customer use its platform? Ridiculous."
1,"Customer supports are the most incompetent people I've ever interacted with in my life. After the 8th interaction, I get a new person every time. They clearly don't spend any time reading past interactions, mention surface issues, and close the case. It's ridiculous. Account payment not working for 1 month. Changed cards, reinstalled, deleted cache => nothing works."
1,"I've never had a problem with Uber until last night. I scheduled a ride last night and it cost $12.00. When I called for a pickup they told me it would be a while and that the price went from $12.00 to $40.00 because they were busy, what B.S. So I wheeled my friend and her wheelchair at night in the dark at 12 midnight through a bad area because no one was available to pick me up and I only had enough money for the original price of $12.00. Being a female with a disabled person in a wheelchair was a very dangerous situation. I really think Uber stinks because of this."
1,Ordered a meal that never arrived. Uber Eats took the money from my account. After contacting Uber Eats they said they would refund the money to my account. The money was never refunded. Do not trust this company!!!!
0,"Uber is ""generally"" quick, reliable, and safe. Only had 1 driver with strong smell of marijuana in the car- put me on guard of being pulled over by police. Otherwise, drivers I've encounter were courteous and cognizant of their safety as well as mine by introducing themselves and calling me by name. I always check the license plate before entering the automobile."
1,Firstly Uber uses an outsourced call center to receive and take calls for their company. The employee I spoke to was a supervisor by the name of JOHN who was in the Philippines. He did not care about my concerns about my safety. They are unconsidered with their employee's SAFETY. The driver is unaware of who they are picking up or even where they are going until the rider gets in the car. I have had questionable riders get into my vehicle and ask to be taken to areas that's did not feel or look safe. Ubers only consider is making sure you get the rider to their destination and not how to protect its drivers from harm while driving. This company should really evaluate the safety for not only their riders but their Drivers as well.
1,Uber Support for Drivers is a disaster. They tell you to do the same thing over and over and keep giving you negative results. They also change their story constantly. No wonder they are unprofitable. I pity the fool who invests in this company. Incompetence is an art form at the support center. A bunch of malfunctioning robots.
0,"After a long trip we took Uber from our airport to home. It was my fault that in gathering our things I left one small bag in the back seat. I have been trying to contact the driver/Uber since then. My first attempt to contact the driver was successful in reaching him BUT he promised to bring the bag over but hasn't shown up yet (48 hours). I have tried contacting him again through the Uber App, which is the only way I know to get in touch with him. No return calls yet. I then went back to the app and followed the ""can't contact the driver"" link and have reached out to Uber to become involved -- twice. No response from Uber. This is NOT what I think of when I think of customer service. The bag contains critical things like me heart/BP Medication and my passport!"
1,"I ordered an Uber. Price estimate was between 27-35$. I ordered Uber, and they charged me 73.00$. More than double the price estimate. There was no traffic. I took that route multiple times, at different times of the day and the maximum charge for the trip was 38-40$. Now 73.00$. I wrote to them numerous times, but they gave me silly explanation and never refunded my money. Definitely they should not charge me more than 35$. They have your credit cards, and they think they can charge whatever they feel like it. Someone has to look at what Uber is doing."
1,Uber is allowing credit theft from companies like PayPal! Was hacked for 300 dollars in Uber charges that I didn't make! Shut them down for not able to verify payment from fraud! Do not use your app for paying through Uber!
1,"I signed up for a ride and UBER sent the driver to the destination not the pick up point. So the driver came all the way back to get me as he said it was UBER'S fault and that this happens every once in a while. Then they charged me for all the time the driver spent both ways, I sent in a complaint and they told me basically, ""Too bad sorry we can not credit you."" They charged me nearly 3 times what the original quote was. Thanks for reading this."
0,I have been driving for Uber for 10 months and today I found out they are not reimbursing the drivers in Hampton Roads Virginia the correct amount for the tolls. I spoke to a few reps who informed me they will only correct the past 10 days. SHAME on Uber for not taking care of their drivers and doing the right thing.
1,"My Uber account was hacked and someone swiped $475 from my bank account. They used the Uber cash for UberEats and some rides. I contacted Uber and they agreed that since my bank card had been canceled that they would give me Uber cash credit, which I agreed to because I knew I would eventually use it. They only refunded me $225 and ignored my repeated attempts to explain that that wasn't the complete refund. After days of trying to resolve the issue, they closed my account entirely. Their ""cut"" and ""paste"" responses make no sense and now they're ignoring me entirely."
1,"I had both Lyft and Uber apps and when I needed to go somewhere, I would compare the prices on both. In doing this comparison one day, I saw that Uber was a lot cheaper that day (which almost never happens) by about $2 something. I jumped at it and booked my ride with Uber and was taken to my destination. I paid and thought that was it. THE NEXT DAY (I swear), Uber charged me an ADDITIONAL $2 something (just about identical to what the difference in prices between Uber and Lyft were for that distance)."
1,This past week I used the Uber service twice to attend a meeting at my job. Both rides from my house to the office and vice versa were two different prices than what I was initially shown before submitting the ride request. When I contacted Uber via email they stated that the prices I showed them from my bank statements weren't showing on their system. The only price they can see is the initial upfront price before I submitted the request for the ride. This is a fraudulent company and I don't recommend anybody using their services. Uber is a bunch of thieves and I believe no one is actually at the receiving end of the emails but yet just a bunch of automatic messages. Never will I be using Uber again. This company needs to be shut down.
0,"Most of the drivers are unprofessional. Even in summers the A/C won't be switched on and when asked, they re-confirm if we really want A/C! The most frustrating cases are where they accept the ride, don't turn up to the location, don't call, don't pick up our calls and then choose to cancel it putting the cancellation charges on us. Other transportation options are in fact becoming better where Uber is just getting worse day by day."
1,"In my most recent requests for an Uber Ride here in April 2018, I was quoted a price on the app, and the final charge to my card was nearly twice the amount. I was completely shocked, felt deceived, and was completely blindsided. Their advertisement stating that you will know your price before requesting your ride is not true and misleading. Additionally, I was charged a â€œwait feeâ€ on these requests. How can I be charged a wait fee when I was standing at the curb when the driver pulled up? I will no longer use Uber for a ride, and will give my business to Lyft."
1,Great idea of sharing your rides. But it is turning to taxi service which is not good. Usually good service. Convenient application. Inexpensive. Unfortunately price is going up. Can't wait when self driving cars witbe available. Robotaxi!!!
1,"04-12-2018  Warning! do not do any type of buisness with uber!! they have become pure evil!   they no longer have customer service support. You can not reach anyone by phone and they email support team is paid by how may tickets they answer not how many problems they solve. so you get uncaring people playing games and giving you fake responses that do not help you over and over again. I have pleaded with these people and told them they placed the wrong account to my phone number and email so therefore I can not log on to see my pay tax forms or drive,  they keep sending a short response telling me to check my app?? sooo I am done they messed up my account and have been giving my false help for over a week......so please beware beause if something should happen and you need them....you get people in another country playing games with your life!!  BEWARE UBER IS EVIL"
1,The most advertised company Uber Eats has worst application and the order procedure where they don't let the customer to cancel the order but reflects on guidelines to ask on support where the customer support also keeps on wasting time of the customer during the procedure so that they can charge the price of order and then cancel it. Happened twice. Customer executive name: Saurabh.
1,"I purchased $50.00 (paid 48.00 per their promotion) of Uber credits, i.e., Uber Cash on 2/15/19. I could not use this Uber Cash until March. My recent rides since then total $34.00, meaning I should have a balance of $16.00. But my account has a balance of only $6.00; $10.00 has gone to places unknown. There is no phone number to call on this, and the website is useless. I strongly DO NOT recommend using Uber Cash. Your money goes into a black hole."
1,The cancellation fee should change because if a driver is 20-30 minutes away I would like to cancel because I need someone closer and you can't see how far away the driver is until you confirm the price and that's when you see how far away the driver is to meet with and you. And in most times the cancellation fee is taken out even if you don't meet with the driver and you cancel the fee is taking out the app show $0.00. And when you check your debit card account it show that it has been taken out so sometime needs to be done or changes to the app and service!!
1,"I ordered $50 dollars worth of food, the delivery was 5 minutes away, but the driver drove past my house to deliver someone else's food so it took 20 minutes after pickup for delivery. The food was not edible so I tried to cancel the order. I tried to return the food, but neither the burger place or Uber would refund or return the untouched slop they delivered to me. They have horrible customer service and mislead their customers by not advertising ""all sales are final,"" they should be closed down for fraudulent practices."
1,I just got charged an extra $20 for a trip that allegedly took 20 min than it actually did. I was dropped off 20 min earlier than shown in the receipt. Uber's receipt is based on false information that Uber has profited from. Disgraceful!
1,"Have a problem with Uber gift card and it's been 2 months as of April 2018. After being bounced around from different Uber helpers via email since you can't call into uber, the problem is still not fixed with my gift card. Every response is an automate response because they never read the full compliant. Finally got move to a manager and the response was also automated. Was told they can't do anything if you gift card got stolen, when I never mention it being stolen. I have to card but then it's not working, so uber robbed me of $200.00 now!"
0,"The drivers, of course drive extremely fast. To get to no-where, then they will scam you by adding extra charges to your ride. Some will even put you out. The also have some drivers with filthy and nasty vehicles. They will hire anybody."
1,"I ordered UberPool, with 30% discount, the ride price was $5. Uber asked me if I want to walk and pay cheaper. I didn't want to walk and price got $9. I canceled and tried again, and again, from $5 (with discount) price got $9. I was trying to contact Uber - no way. I took taxi. Now I'm trying to reach Uber to get to know what to expect and why price got up - Uber has no customer service and no way to contact Uber."
0,"We're driving on White School Rd Sevierville 2:30, 4/8/19. Driver whipped around us splashing puddles of water everywhere. He was speeding. It was raining, and it was downright scary. A School bus was en route and this road has many curves. The UBER driver was unsafe and a danger to us, school children and everyone else on the road. I found it disturbing that nobody from UBER can be reached by phone, text or email. I think there is enough detail in my review. People need to be able to CONTACT CUSTOMER SERVICE REPS. I tried and got redirected to everything but the tooth fairy... TRY CALLING UBER TO REPORT A COMPLAINT FOLKS... Let me know what website you're redirected to."
1,"I have a FreedomPop number which Uber's system sees as a VOIP. Despite sending an email with a picture of FreedomPop's app showing otherwise and a link showing that my phone does not have a phone number in settings as the way FreedomPop works is weird they keep responding with the same message ""It looks like a VOIP"" and ""send a screenshot of the settings"" which my phone does not have."
0,the drivers around nyc are awesome !! the service of the app is very decent but still its not the perfect app out there...
1,"Wish I could give less than a one star review.
It is so hard to deal with this company.  No one to talk to so as to confirm that the reservation.  The most difficult company to deal with for a ride.  
I will never call them again.Joe"
1,"I recently had a missing payment on 3/11/19. I contacted Uber and was told to submit a bank statement with deposits before this date and after this date. I got the paperwork from my bank and submitted it to Uber. Uber claims that there was a technical issue and the payment was pending. According to Uber, the payment was deposited into my account successfully. The only problem is that my bank says otherwise."
1,I have been a loyal customers for a few years. I take several Ubers a day spending roughly almost $ a month. I have two jobs and mistakenly put the address of the wrong job. 2 minutes into the ride I realized I was going to the wrong location. Instead of going right he went left. I told him to let me out (okay with being charged being that it was my mistake) but when I told him to stop he rode faster to the destination making it completely unsafe and dangerous being that it was also raining this morning. He left me at my destination leaving me all the way on the other side making the fare that much higher. I had to pay an additional $15 to the $7.63 I had to pay for the last one.
1,"I downloaded the app in Charleston and didn't even get to use it before it locked me out and wouldn't let me use either mobile number to create another account. Absolutely rubbish, terrible customer service. I couldn't even delete my account as it wouldn't let me. They kept referring me to emails the support team had sent but I never received them. Totally disgraceful company."
0,Your diver was not professional. He came very late for pick up. He took 15 minutes for 3 kilometers and he is not ready to understand my problem. I face very bad experience. Early morning empty roads of Chandigarh he took 15 minutes. OMG. 6:30am I did my booking. 6:45 he came to pick me up. It is hardly 2 minutes distance. From driver location to my pick point location. It was madness that I trust on your company and your professional drivers.
1,I used Uber in 3 countries recently and service was totally good. They should work a bit their customer relationship
1,"Arrived at port Columbus Ohio few days ago and did not have a ride. For the first time, I downloaded Uber app. to get a short ride home. Prior to my arrival, I was in Chicago and checked their fair prices and it seemed inexpensive.  Once I arrived in Columbus, I requested a ride which was higher by $9.25 So I thought maybe it was after hours and that would be ok. The driver arrived early and would not wait for me to get out of the airport so he took off because I was not outside immediately. I was not happy so I got on the Uber app again and requested a new ride. This time the fair was twice the original amount. I was totally upset. But who can I call. The drive informed me that they only pay him $1 per mile regardless of how much Uber charges the customers. I felt sorry for him and told him that I personally would not use Uber again."
1,I scheduled an Uber pick up for 3 am in north Scottsdale Az for a 5:15 am plane. Uber did nothing to assure there would be a driver available at that hour. Uber simply began searching for a driver at 3 am. As a result I was forced to wake my son to take me to the airport. This is not a scheduled car service. It is unreliable. I will make other arrangements in the future. Thedaler
1,"First off, the drivers are amazing. For one company to have so many positive and professional employees is amazing. However, I am certain that their awesomeness is not a result of the trickle down effect. I know this because, when it comes to Uber's corporate staff, customer service does not exist; literally! Their one flaw that I've observed in every driver is directly the daily of Uber executives. That flaw is poor GPS technology. Nearly every GPS app (including Waze and Lyft) is superior to Uber. This is a problem that would have been solved if the company had a customer service strategy and department worth mentioning."
0,"Took an Uber pool. The driver barely spoke English, but me stuck in traffic, told me it would be another 40 minutes to get to my destination, told me (in his limited English) that I could get out immediately and was charged $45 instead of $10. Got nowhere with customer support. Will pursue all my options to make sure nobody else has this experience."
0,"Someone from Brooklyn, NY driving a KIA hacked my Uber Driver account in the Fall of 2018, earned about $2,000 posing as me. Just be aware that there are Uber drivers picking up women and at times, children, who could not be approved for their own account for things like failing a background check for criminal activity, DUIs and drug convictions. Uber has weak cyber protection on their accounts and I am proof of this. Shame on you Uber."
0,"On Saturday February 9, 2018 I was at the Costco wholesale store at the waterfront and I requested an Uber driver to return to my apartment. The Uber app said that the driver name was Asiha and the car was supposed to be a Red Dodge Avenger. Since the Driver arrived everything turned to be problems, first of all she arrived in a car that was not the one listed in the app, she arrived in a Grey Chevrolet Malibu, then she get lost trying to get out of the waterfront and she said that the GPS was crazy and she does not know how to get out there. My roommate and I had to told her how to get out there, then when we finally get on route to my apartment the GPS started working and she took a different route that was not the one that the Uber app was telling her to take. Once again, she got lost and in order to get back in track, she made a horrible U turn putting our life in danger. 
      I´m very concern about this situation because the information that the app tells the customers about the drivers has to match exactly with the driver's description and also with the description of the car. The information given in the app does not match with the description of the car and this can be a very bad issue if we had any kind of accident during the trip. I encourage you to review this information to prevent anything bad to happen in the future and also to review the driver information to make sure everything is in order."
1,I feel like Uber should be better about not taking advantage of riders. I recently took a ride from my home to the airport. I left my home at 4:30 on a Tuesday morning and paid a reasonable charge of $26.00. When I returned a week later Uber felt like they had me by â€œthe Ballsâ€ and wanted $76.00 for the same route return. The ride there was Uber X. The ride back was economy. I call it getting taken advantage of. Get Lyft for a return option. I paid $21.00 instead of $76.00!! Talk about getting taken advantage of. ** Uber!
0,"On January 10th I ordered an Uber, Driver requested cash payment, I immediately left the car and contacted Uber support. 3 months later on March 24th, Uber charges me a cancellation fee for this trip. I cannot dispute the charge because 30 days past the incident they are not able to make changes. Does this mean, when Uber drivers request Cash payment, we better accept it, otherwise Uber is going to charge you the cancellation fee?"
1,"Evidently, the ride-pass that I purchased expired after a month(?); the purported discount was never applied to my account, & it automatically renewed making Uber the most expensive ride option for me. For the consumer, Uber has erected obstacles to obtaining assistance. I will dispute the charges and delete the app."
0,"I had this horrific driver named Maria Paola. I'm shocked at her 5 star reviews. When she arrived, she didn't even look at me. She probably took one glance at me, saw I was an ugly, stereotypical-looking Asian, and was disgusted. I got in, and she continued to stare straight ahead. I smiled and said a friendly ""Hi,"" and she barely said anything back. I told her where I wanted to go in a polite and friendly way, and she didn't respond. I could feel the DISDAIN and DISGUST from her through the entire ride. I respectfully asked her a question about Uber, since I hadn't ridden it many times before. She responded with curtness and condescension. I normally enjoy talking with people, but she looked so repulsed with me, from beginning to end, that I didn't dare converse with her. It was an incredibly awkward and painful ride. When we got near my destination, she rudely asked me if that was where it was. I patiently directed her to the actual destination nearby. Her condescension was very clear through her refusal to take a glance at me,   and curt answers. I could feel the disdain throughout the entire ride - it was hanging in the air. When I got off, she muttered something like ""Have a good one"" in the most robotic way, like she didn't mean it at all, and still stared straight ahead. She thought I was so gross, she never took a glance in my direction - I would probably blind her. :PThat was an extremely painful experience - but typical for what I get anywhere in SF. The disgust for what people WRONGLY see as lowly, unattractive, older, immigrant Asians is extreme in SF - and anywhere else. But, in fact, I'm US-born - much more American than she is - and probably younger than her. And I'm surely much cooler than she is. :P But she couldn't tell, and didn't want to know. I was surprised to see she had 5 stars on Uber - that means she's friendly, smiley, warm, and conversant with OTHER people. Other riders even wrote that she's ""friendly and approachable."" WOW, she was the COMPLETE OPPOSITE with me - and rude, too, with a repulsed vibe that was very obvious throughout the whole interaction. The disgust against Asians like me is more overt from non-Asian immigrants - and she must've been one, from Latin America. Uber - please fire her. ALL UBER DRIVERS need to treat ALL RIDERS with the same level of genuine warmth, friendliness, and care. Don't single out some riders for cold, rude, disgusted treatment for ANY REASON - especially if the riders are friendly, polite, well-dressed, and professional!Uber's response was uncaring and unprofessional. I don't think I'll ride Uber again. And please, BOYCOTT them."
0,"I was a frequent Uber customer, however after today I am so disgusted and disappointed to say the least with Uber. Long story short I typically take an Uber with my daughter when I am running late. Typically the ride is only 8.50 on average when it is raining the price goes up to about $12.50 as expected. I took an Uber this morning and I had a small spill of my coffee in the rubber carpet floor. I immediately told the driver and apologized as I was trying to put a seat belt in my daughter. He passed me one napkin and I tried to wipe it as best as possible."
1,I always felt safer or more secure with a female driver. Though I only had one guy who was bizarre I never let anyone even female drivers know I live alone. All drivers were prompt. Clean vehicles. Only one was slightly irritated because I had a few grocery bags.
1,"We have used Uber in many places in Europe and Canada. We have had a couple of inconveniences, but nothing really to report. We look forward to some sort of rideshare program coming to Vancouver, hopefully soon."
1,"WE love to use UBER, all of the drivers we have had are friendly, timely and are great drivers. I only rated the safety as a 4 as I hear lots of things occurring regarding ""fake"" UBER drivers. There has to be a better way of identifying the driver you are meeting. They are getting better and a lot has to do with the passenger as well."
0,My daughter ordered Uber to take myself and my grandchildren to a meeting. The car had a very dark interior. When he stopped at light he turned on the red light although there was a sign NO RIGHT ON RED. He missed a car by inches and kept going.
0,"Convenient, but not happy with 'peak' rates; hate drivers who rely so much on GPS; once had a driver go wrong way down one way street in NYC; hate the pressure to give 5 star ratings for experiences that are good but not great."
1,Far too overpriced. A ride of less than 10 miles is more than $25. I live in the 5th largest city in America so not sure if this posts a part? This is my biggest reason for not utilizing the service more.
0,"I was in San Francisco last weekend. Between my sister and myself, Uber cancelled on us 8 times. Where is the credit for them cancelling? This was a big problem because they didn't cancel right away, so several times the car icon was getting closer and then turning around. The drivers we did have were very nice but most of them had no idea about the directions. One even got out and ran across the street to ask someone. I'm going to switch to Lyft."
1,The biggest problem I have with Uber is the difference in time from what the app shows to actually getting in the car. I use Uber in many locations. Some places don't have too many cars around. So when the app says 12 minutes but it turns into 22 minutes it messes with my scheduling. Please be more accurate with your projected time from ordering the ride to the ride showing up at meeting place.
1,"My daughter called for an Uber pick up and was told no driver was available. She called a few more times in hopes that a driver would become available. She was charged $510 (5x $102), but no driver ever showed. Uber refuses to refund the $$. They are insisting that the refund must come from my daughter's bank. It is illegal to be charged for rides that never came. Uber repeatedly stated that no driver was available and yet they charged her anyway!!!"
1,"I tried to do instant pay at Wawa. Called. They said I needed to update my card info. When I did that it refused to let me update because of a security issue. I called. The guy said he couldn't help me. I asked for a manager and he continued to argue with me. I had to keep telling him to put someone else on the phone. I had to hang up and call back. Got someone else. He told me I'd just have to wait 45 minutes. So I waited. Updated the card info. Went to go instant pay... Locked me out of the system again saying security issue. Called back. Got the first guy again. Great I thought. I could hear plenty of people laughing in the background. He put me on hold saying it was to pull up my info, but really it was to wait for them to quiet down."
1,They extort money from people and get away with it. For example I bought an Uber card for 40.00 and it wouldn't work. Their answer was that I owed 20.00 to them when in fact it is impossible to owe Uber anything. So money was taken from us and we could never get it back. I am not the only person that has been stolen from in this way.
0,"I have had a few great experiences and a couple of bad experiences. Worst experience was being picked up in an emergency situation when I needed to get to the hospital to visit someone. I was in a hurry and we were already on the highway when I realized the driver reeked of alcohol and was completely intoxicated, weaving in and out of lanes and could not keep the car between the lanes. The second time with Uber that was bad was when the driver made a couple of stops along the way taking me to my destination. These stops were in a shady part of town and I was scared to death."
0,"I ordered an Uber at the airport for me my boyfriend and his parents so 4 people and a couple luggages. The Uber pulled over, opened his truck and suddenly closed it and said We were too many passengers (which we weren't) and told me to cancel the ride 'cause he wouldn't take us and just drove off. I was really upset and cancelled as per the driver's instruction and was charged a 5$ cancellation fee. I've been talking back and forth with Uber customer service for 4 days now and they refuse to credit me the fee even though they admit I'm right and apologized for the bad experience. Their reasoning is that too many fare adjustments were made on my account (which were warranted 'cause I was indeed overcharged on a few trips). This completely irrelevant and a completely separate issue and they're nickel and diming me over 5$. This makes absolutely no sense. The customer service quality has gone downhill from before."
1,"My wife and I are in our 70s and usually only use Uber when traveling out of our own area. Still, I'd say we've used Uber about 2 dozen times because we like to travel. All our experiences except two have been positive and those two weren't all that bad or scary just inconvenient. We flit back and forth from Uber to Lyft depending on where we are; some places tend to have more of an Uber presence, some more of a Lyft presence. Both are good values, overall."
0,"The driver was late and he smelled badly. He was rude and a bit disconcerting. I considered not staying in the car, but I was going to be late if I waited for another ride. I wish I had done that."
1,I rate Uber lower since they added per minute charges. Their appeal came from the flat fee which set them apart from taxis' services. Additionally there is no way to get a specific driver if you like riding with them.
1,Thrifty for short trips when you have limited time and no car. Longer distances can be pricey and I generally like cheaper bus or rail if available. Or sometimes you can rent a car for a day for $15 or less.
1,"Uber has provided me and my family with a quick and easy way to get around that doesn't break the bank. I have had very few issues with Uber, the toughest part is usually when travelling internationally, trying to get picked up in multi-level airport parking structures."
1,"I've never had a negative experience with Uber. It was the one I downloaded first while in college and the one I've continue to use these past 3 or so years. Some experiences have been better than others but in my opinion the drivers probably have had a worse experience. The rides I've enjoyed the most were the ones when myself and the driver have respected each other's privacy, acted courteously and professional. I have witnessed people trash and throw up all over a driver's car, and that's not alright. I think the thing that has begun to creep into the way I view Uber is all of its negative publicity. Why would I support an enterprise that I don't agree with? It's not like I am dependent on Uber. I can use other ridesharing apps, I can use a traditional taxi, I can even use public transportation. Despite all of this, I still use Uber but that might not always be the case."
1,Saw 3 cars on map and none would come not a big enough fair for them. Stranded handy caped passenger.
1,"Horrible experienced. I lost my personal belonging at one of theirs Uber car and I have emailed helpline with all pictures of the lost item and drivers details. But just because trip has not been booked from account no one is going to help. I spoke with phone helpline supervisor Angela and she told me clearly that she will not get in touch with driver to ask about my lost item just because the trip has not been booked from my account besides that I have all necessary drivers and trip details. Angela told me too that Uber doesn't have complains email, how convenient isn't it. Well I think it's time to start use other apps as this days Uber is getting too expensive and as you can tell does care about their passengers and their belongings as they are only an agent."
1,"This company should be out of business... I returned to Uber after 1 1/2 years just to make a little money to pay a bill. I drover March 9 and 10 for about a 1 each day. I made $68.27. I needed the money fast to pay a bill on Monday March 11, I tried to cash out and they stop me from cashing out... They kept saying something was wrong with my bank information... How can that be when I've had the same bank information for over 5 years and the same as when I drove for them a year and a half ago."
1,"Some of the rides were great, some were awful. One car had no A/C, another car had a seat full of crumbs that I had to sit in, another car had all the seats slashed, another was not the car I asked for, but a very high Chevy Truck I could not get into. I had to go inside the doctor's office, where I had just left, to get a stool so I could climb into the truck. The Uber driver refused to cancel as he would be penalized, and I refused to cancel for the same reason. To end the stalemate, I was lucky the doctor's office had a stool. Uber is great for when you need a ride and are unable to drive for medical or other reasons. However, Uber does not seem to have any consensus control over the cars people are driving. Out of all the rides I needed, 50% were great and 50% were awful. I am thankful I am able to drive again."
1,"Uber does a good job of providing the service, but lately their fares have been going up and they now have discontinued the express pool service. The idea is to give a more affordable method of transportation, right?"
1,Customer service sucks. You make a complaint against a driver & nothing happens. They work on a star rating but after complaints stars remain the same. I only use Uber because it's cheaper than taxi. Also communicating with driver is difficult because English is not their native tongue. As for the app they use to travel needs some serious looking at. It takes the long way home.
0,"I have always been skeptical about rideshare services because of the news reports of assaults and robberies. I used this company for the first time earlier this year during a trip for a conference in Las Vegas. My first ride was excellent and was completed without a problem. My second ride was a little scary. I requested a ride but then my phone died. I was with a friend. While I was trying to recharge my phone, my friend came to me to tell me that our ride had arrived As we got in the car, I had an uneasy feeling. I started asking the driver ""who"" he was there to pick up and if he knew where we were going. He never gave me a straight answer and my friend had already told him where we were going. "
1,"I ordered on 12 March-19 at around 12:40 PM then order confirm and then after 15 mins I received delivery boy contact number so I called him but his number not reachable and after 5 mins it's showing on the way, then again I called him but still not contacted then I called customer care. One executive received my call (VIKAS). He told me, ""Sir please wait for some time. Order is on the way and I also tried to contact with delivery person, but it's not contactable so please wait for some time."""
1,I've used Uber 3 times now to go local places usually 10 miles or less. All guy drivers and it's definitely scary getting into a car with a stranger. I would call a regular taxi company if I needed a ride at night and I was alone. I don't trust Uber to do a good job of vetting their drivers.
0,"Uber is great for infrequent rides like to events at small venues, trips to the airport, etc. It features reasonable convenience and cost; however, surge pricing punished folks who had come to depend on Uber for more frequent usage."
1,"I have used Uber and always had a great driver and no problems. However, the safety of it does freak me out. But it's JUST like a taxi right? It is a great way to get around especially on vacations! So is the taxi. I'm not sure why I feel more comfortable in a cab without knowing the driver than an Uber. Maybe I've just watched too many TV shows."
0,I am very pleased with the service and the professionalism of the drivers. I am a travel nurse and I am in different states often and I use Uber and I am never disappointed with the drivers. They are courteous and on time to pick me up. I feel safe when I'm in the vehicle on a trip.
0,Great ride to big airport in Houston at 6am. A Courteous and very safe driver picked up in Westheimer area and driven to airport before high traffic time. Will do it again in a heartbeat before driving and having to park.
0,"I have contacted Uber 8 times over 2 months about a driver that STILL HAS my phone to this day. Their answer, long story short? Deal with it, not our problem. It's incredible for a company this huge to provide such horrible customer service. There's no number you can call them to in Australia. Literally no way you can TALK to one of their customer service staff. Each and every single time I opened a helped ticket, it was closed before the issue was resolved, making it impossible for me to contact whoever I talked to before, and making me go through all the steps to contact them once again. Never using Uber again."
1,Rideshare is one of the greatest innovations of our time. It's convenient and helpful to a large number of people. I have concerns about safety for the drivers as well as the passengers. The navigation also needs a lot of improvement.
1,"Think twice before using this service. The drivers are often obnoxious or have an attitude, and the cars not large enough to hold luggage if you need to go to the airport or to a cruise terminal. What good does a Honda Civic or Ford Fiesta do in that instance?? A briefcase and the trunk is full. Would be better off using my own car and going to long term parking or taking a train. Total waste of time. And if you say something, the driver gets offended and obnoxious."
0,"Convenient for in town trips. No issues and drivers are friendly. The value is fair, I am very much happy to see women drive Uber in our country. I wish them success. Still need to try longer distanced trips. Thank you."
1,I started using Uber about a year ago. I like Uber because it convenient. It takes me to and from work. To the movies I use it when I go out. On The town. Most of the people are friendly and they are there on time. I really like Uber.
0,The service has been fine in the some 20 times I have used Uber. The only problem has been with the tipping practices that are presented after the ride. Sometimes the software malfunctions and I am unable to show my appreciation to the Uber driver who gave me the ride. Thanks.
1,They own their cars. They are clean and don't smell. They are motivated and speak to us as punters as opposed to taxi drivers who often smell and don't give a jot and often try and cheat by driving the wrong routes to bump up the fare. The taxis are also sometimes wrecks in need of repair or replacement.
0,No problems gate codes or other info they need when getting the ride as long as I check what the app says my location is versus just pinpointing through app. Can always send note to driver to correct or clarify location.
1,"I CALLED FROM HOSPITAL TO GET RIDE HOME AFTER SURGERY,I WAS WHEELED DOWN TO ENTRANCE OF JFK MEDICAL CENTER GOT INTO UBER CAR HE TOLD ME I CANCLED RIDE AND WOULD NOT TAKE ME HOME.HE SAID HE HAD ANOTHER FAIR AND MADE ME GET OUT.THIS IS BULL $#*!,AND THEY CAN STICK THEIR 6$ CANCEL FEE YOU KNOW WHERE.I WILL NEVER USE UBER AGAIN."
